"DIRECTORIO","SECUENCIA_P","ORDEN","HOGAR","REGIS","P6016","P6020","P6030S1","P6030S3","Edad_","P6050","P6070","P6081","P6081S1","P6083","P6083S1","P6071","P6071S1","P6090","P6140","P6150","P6100","P6110","P6120","P6125","P6160","P6170","P6175","P6210","P6210S1","P6220","P6269","CLASE","ESC","MES","DPTO","fex_c_2011","AREA","P6080","P6080S1","INGLABO"
5123662,1,1,1,10,1,1,11,1960,59,1,3,3,,2,,2,,1,,,3,,,2,1,2,,3,5,,,2,5,1,19,"940,855998873549",,1,"650_01",25000
5123662,1,2,1,10,1,2,4,1992,27,3,6,1,1,2,,,,1,,,3,,,2,1,2,,5,11,2,,2,11,1,19,"940,855998873549",,1,"650_01",28000
5123663,1,1,1,10,1,2,2,1979,40,1,6,3,,1,8,,,1,,,3,,,2,1,2,,3,5,,,2,5,1,19,"1201,83964819189",,6," ",200000
5123663,1,2,1,10,2,1,7,1998,21,3,6,2,,1,1,,,1,,,1,1,98,2,1,2,,5,11,2,,2,11,1,19,"1201,83964819189",,6," ",800000
5123663,1,5,1,10,5,1,12,1995,24,3,4,2,,1,1,,,1,,,1,1,98,2,1,2,,4,9,,,2,9,1,19,"1201,83964819189",,6," ",800000
5123664,1,1,1,10,1,1,6,1984,35,1,4,2,,2,,,,1,,,3,,,2,1,2,,4,9,,,2,9,1,19,"2468,78294284209",,1,"650_01",125000
5123665,1,1,1,10,2,1,6,1985,34,1,3,2,,2,,1,2,1,,,1,1,98,2,1,2,,3,5,,,2,5,1,19,"1306,91856694043",,1,"650_01",780000
5123666,1,1,1,10,2,1,3,1988,31,1,2,2,,2,,1,2,1,,,1,1,98,2,1,2,,4,9,,,2,9,1,19,"1436,52670985037",,1,"650_01",828116
5123667,1,1,1,10,1,1,12,1968,51,1,3,2,,2,,1,2,1,,,3,,,2,1,2,,3,1,,,2,1,1,19,"1968,98015352942",,1,"650_01",480000
5123667,1,2,1,10,2,2,1,1969,50,2,3,3,,3,,1,1,1,,,3,,,2,1,2,,3,2,,,2,2,1,19,"1968,98015352942",,1,"650_01",240000
5123667,1,3,1,10,3,1,8,1999,20,3,6,1,1,1,2,,,1,,,3,,,2,1,2,,5,11,2,,2,11,1,19,"1968,98015352942",,1,"650_01",400000
5123668,1,1,1,10,1,2,11,1973,46,1,4,2,,2,,,,1,,,3,,,2,1,2,,3,4,,,2,4,1,19,"824,03107259171",,1,"650_01",80000
5123668,1,2,1,10,2,2,12,1998,21,3,6,2,,1,1,,,1,,,3,,,2,1,2,,6,2,3,,2,13,1,19,"824,03107259171",,1,"650_01",660000
5123668,1,3,1,10,3,1,1,2002,18,3,6,2,,1,1,,,1,,,3,,,2,1,2,,4,9,,,2,9,1,19,"824,03107259171",,1,"650_01",550000
5123669,1,1,1,10,1,1,3,1976,43,1,1,2,,2,,1,2,1,,,3,,,2,1,2,,3,5,,,2,5,1,19,"1459,86150884034",,1,"650_01",600000
5123669,1,2,1,10,2,2,5,1976,43,2,1,3,,2,,1,1,1,,,3,,,2,1,2,,3,3,,,2,3,1,19,"1459,86150884034",,6," ",
5123670,1,1,1,10,1,1,4,1951,68,1,3,3,,3,,1,2,1,,,3,,,2,1,2,,3,5,,,2,5,1,19,"1014,56524947463",,6," ",240000
5123670,1,2,1,10,2,2,5,1960,59,2,3,3,,2,,1,1,1,,,3,,,2,1,2,,3,3,,,2,3,1,19,"1014,56524947463",,6," ",170000
5123670,1,5,1,10,5,1,11,1991,28,3,2,1,1,1,2,1,6,1,,,3,,,2,1,2,,3,5,,,2,5,1,19,"1014,56524947463",,6," ",800000
5123672,1,3,1,10,1,1,3,1983,36,3,6,1,2,1,1,,,1,,,3,,,2,1,2,,4,9,,,2,9,1,19,"1692,26312531268",,1,"650_01",300000
5123672,1,4,1,10,4,1,6,1987,32,3,6,1,2,1,1,,,1,,,1,3,103600,2,1,2,,6,5,4,,2,16,1,19,"1692,26312531268",,1,"650_01",1100000
5123673,1,1,1,10,1,1,8,1989,30,1,2,3,,3,,1,2,1,,,3,,,2,1,2,,4,6,,,2,6,1,19,"2068,78642346934",,1,"650_01",360000
5123673,1,2,1,10,2,2,6,1992,27,2,2,2,,2,,1,1,1,,,3,,,2,1,2,,5,11,2,,2,11,1,19,"2068,78642346934",,1,"500_01",300000
5123676,1,1,1,10,1,2,5,1954,65,1,6,3,,1,2,,,1,,,1,2,92000,2,1,2,,6,1,3,,2,12,1,19,"705,305162022857",,1,"500_01",0
5123677,1,2,1,10,1,1,8,2001,18,2,1,2,,2,,1,1,1,,,3,,,2,1,2,,5,11,2,,2,11,1,19,"1310,80405410579",,1,"650_01",300000
5123678,1,1,1,10,1,2,9,1975,44,1,6,2,,2,,,,1,,,3,,,2,1,2,,5,11,2,,2,11,1,19,"1297,7978347081",,1,"650_01",300000
5123678,1,2,1,10,2,2,2,1997,22,3,6,2,,1,1,,,1,,,3,,,2,1,2,,6,2,3,,2,13,1,19,"1297,7978347081",,1,"650_01",
5123679,1,1,1,10,1,2,9,1983,36,1,5,2,,2,,,,1,,,3,,,2,1,2,,4,9,,,2,9,1,19,"923,837342531637",,1,"500_01",180000
5123679,1,2,1,10,2,1,7,2002,17,3,6,3,,1,1,,,1,,,3,,,2,1,1,1,5,10,1,,2,10,1,19,"923,837342531637",,1,"500_01",
5123680,1,1,1,10,1,2,8,1958,61,1,4,3,,3,,,,1,,,3,,,2,1,2,,3,5,,,2,5,1,19,"1189,79897620827",,6," ",50000
5123682,1,1,1,10,1,1,8,1957,62,1,6,3,,3,,,,1,,,3,,,2,2,2,,1,0,,,2,0,1,19,"1222,46643090511",,1,"650_01",80000
5123683,1,1,1,10,1,1,2,1976,43,1,2,3,,2,,1,2,1,,,3,,,2,1,2,,3,3,,,2,3,1,19,"1360,05523890042",,1,"999_01",300000
5123684,1,1,1,10,1,1,1,1973,47,1,2,3,,2,,1,2,1,,,3,,,2,1,2,,3,5,,,2,5,1,19,"1459,86150884034",,1,"650_01",300000
5123684,1,2,1,10,2,2,6,1990,29,2,2,2,,2,,1,1,1,,,3,,,2,1,2,,4,7,,,2,7,1,19,"1459,86150884034",,1,"650_01",
5123685,1,1,1,10,1,1,9,1943,76,1,3,3,,3,,1,2,1,,,3,,,2,1,2,,3,2,,,2,2,1,19,"819,827332575113",,1,"999_01",120000
5123686,1,1,1,10,1,1,6,1955,64,1,3,3,,3,,1,2,1,,,1,2,100000,2,1,2,,5,11,2,,2,11,1,19,"819,827332575113",,6," ",100000
5123687,1,1,1,10,1,1,1,1989,31,1,2,2,,2,,1,2,1,,,3,,,2,1,2,,5,11,2,,2,11,1,19,"2068,78642346934",,1,"999_01",260000
5123688,1,1,1,10,1,1,3,1971,48,1,3,2,,3,,1,2,1,,,3,,,2,1,2,,3,3,,,2,3,1,19,"1915,84348156943",,1,"999_01",450000
5123688,1,2,1,10,2,2,9,1968,51,2,3,2,,2,,1,1,1,,,3,,,2,2,2,,1,0,,,2,0,1,19,"1915,84348156943",,1,"999_01",120000
5123688,1,3,1,10,3,2,3,2003,16,3,6,1,1,1,2,,,1,,,3,,,2,1,1,1,4,7,,,2,7,1,19,"1915,84348156943",,1,"999_01",
5123688,1,4,1,10,4,2,10,2006,13,3,6,1,1,1,2,,,1,,,3,,,2,1,1,1,4,8,,,2,8,1,19,"1915,84348156943",,1,"999_01",
5123690,1,1,1,10,1,2,4,1989,30,1,6,2,,3,,,,1,,,3,,,2,1,2,,5,11,2,,2,11,1,19,"1350,93450666809",,1,"650_01",100000
5123691,1,1,1,10,1,1,7,1962,57,1,3,3,,3,,1,2,1,,,3,,,2,1,2,,3,2,,,2,2,1,19,"833,593519138601",,1,"650_01",96000
5123691,1,2,1,10,2,2,11,1976,43,2,3,3,,2,,1,1,1,,,3,,,2,1,2,,3,5,,,2,5,1,19,"833,593519138601",,1,"650_01",
5123691,1,3,1,10,3,1,9,2000,19,3,6,1,1,1,2,,,1,,,3,,,2,1,2,,5,11,2,,2,11,1,19,"833,593519138601",,1,"650_01",
5123691,1,9,1,10,9,2,10,1994,25,3,4,1,1,1,2,,,1,,,3,,,2,1,2,,5,11,2,,2,11,1,19,"833,593519138601",,1,"650_01",
5123692,1,1,1,10,2,1,9,1982,37,1,2,2,,3,,1,2,1,,,1,1,40000,2,1,2,,5,11,2,,2,11,1,19,"1488,74631743298",,1,"650_01",828116
5123692,1,2,1,10,2,2,12,1987,32,2,2,2,,3,,1,1,1,,,3,,,2,1,2,,3,5,,,2,5,1,19,"1488,74631743298",,1,"650_01",
5123693,1,1,1,10,1,1,4,1997,22,1,2,2,,2,,1,2,1,,,3,,,2,1,2,,4,9,,,2,9,1,19,"1492,63180459834",,1,"650_01",180000
5123693,1,2,1,10,2,2,6,2001,18,2,2,3,,2,,1,1,1,,,3,,,2,1,2,,4,8,,,2,8,1,19,"1492,63180459834",,1,"650_01",
5123694,1,1,1,10,1,1,5,1964,55,1,3,3,,3,,1,2,1,,,3,,,2,1,2,,3,4,,,2,4,1,19,"1022,87747942617",,1,"650_01",200000
5123695,1,1,1,10,1,1,10,1981,38,1,2,3,,2,,1,2,1,,,3,,,2,1,2,,3,2,,,2,2,1,19,"1306,91856694043",,1,"500_01",80000
5123695,1,2,1,10,2,2,7,1985,34,2,2,2,,2,,1,1,1,,,3,,,2,1,2,,3,5,,,2,5,1,19,"1306,91856694043",,1,"500_01",80000
5123696,1,2,1,10,2,2,3,1997,22,2,2,2,,2,,1,1,1,,,3,,,2,1,2,,5,11,2,,2,11,1,19,"1737,90121824224",,1,"650_01",300000
5123697,1,1,1,10,1,1,8,1987,32,1,2,2,,2,,1,2,1,,,3,,,2,1,2,,5,11,2,,2,11,1,19,"1800,18221083547",,1,"500_01",580000
5123697,1,2,1,10,2,2,9,1989,30,2,2,3,,3,,1,1,1,,,3,,,2,1,2,,5,11,2,,2,11,1,19,"1800,18221083547",,1,"500_01",
5123698,1,1,1,10,1,1,3,1951,68,1,3,2,,2,,1,2,1,,,3,,,2,1,2,,3,3,,,2,3,1,19,"1050,90626786229",,1,"650_01",250000
5123698,1,2,1,10,2,2,4,1949,70,2,3,3,,3,,1,1,1,,,3,,,2,1,2,,3,5,,,2,5,1,19,"1050,90626786229",,1,"650_01",140000
5123698,1,3,1,10,3,1,12,1987,32,3,1,1,1,1,2,1,4,1,,,3,,,2,1,2,,4,9,,,2,9,1,19,"1050,90626786229",,1,"650_01",0
5123699,1,1,1,10,1,2,6,1950,69,1,6,3,,3,,,,1,,,3,,,2,2,2,,3,1,,,2,1,1,19,"931,499754765762",,1,"500_01",500000
5123699,1,2,1,10,2,2,12,1999,20,4,6,2,,2,,,,1,,,3,,,2,1,2,,6,2,3,,2,13,1,19,"931,499754765762",,1,"500_01",
5124510,1,1,1,10,1,1,6,1969,50,1,2,3,,3,,1,2,1,,,3,,,2,1,2,,3,3,,,2,3,1,20,"1434,21822980705",,6," ",500000
5124513,1,3,1,10,1,1,1,2006,14,3,6,2,,1,1,,,1,,,3,,,2,1,1,1,4,7,,,2,7,1,20,"1856,99451245416",,6," ",60000
5124514,1,1,1,10,1,1,5,1958,61,1,2,3,,3,,1,2,1,,,3,,,2,1,2,,3,5,,,2,5,1,20,"567,794017931996",,6," ",600000
5124514,1,4,1,10,4,2,1,1993,27,3,2,1,1,1,2,1,5,1,,,1,1,98,2,1,2,,5,11,2,,2,11,1,20,"567,794017931996",,6," ",700000
5124514,1,5,1,10,5,1,7,1991,28,5,2,2,,2,,1,4,1,,,3,,,2,1,2,,4,9,,,2,9,1,20,"567,794017931996",,6," ",0
5124515,1,1,1,10,1,1,2,1969,51,1,2,2,,2,,1,2,1,,,3,,,2,1,2,,3,4,,,2,4,1,20,"802,38722677438",,6," ",500000
5124520,1,2,1,10,2,2,10,1974,45,3,4,3,,1,1,,,1,,,3,,,2,1,2,,5,11,2,,2,11,1,20,"567,794017931996",,6," ",50000
5124524,1,1,1,10,1,1,1,1933,87,1,3,3,,3,,1,2,1,,,3,,,2,1,2,,3,1,,,2,1,1,20,"676,637470531826",,6," ",80000
5124525,1,1,1,10,1,2,5,1962,57,1,2,3,,3,,2,,1,,,2,2,460000,2,1,2,,6,5,4,,2,16,1,20,"842,196776811425",,6," ",5200000
5124528,1,1,1,10,1,1,2,1944,75,1,3,3,,3,,1,2,1,,,1,5,,2,1,2,,3,3,,,2,3,1,20,"567,794017931996",,6," ",0
5124531,1,1,1,10,1,1,2,1948,71,1,3,2,,3,,1,2,1,,,3,,,2,1,2,,3,4,,,2,4,1,20,"676,637470531826",,6," ",500000
5124533,1,1,1,10,1,1,1,1985,35,1,2,3,,3,,1,2,1,,,3,,,2,1,2,,4,8,,,2,8,1,20,"2002,71260813242",,6," ",400000
5124536,1,1,1,10,1,1,3,1977,42,1,2,2,,2,,1,2,2,1,12,,,,2,1,2,,4,9,,,2,9,1,20,"1643,36315428755",,6," ",1150000
5124537,1,1,1,10,1,2,4,1982,37,1,2,3,,2,,1,2,1,,,3,,,2,1,2,,4,7,,,2,7,1,20,"1203,07757463986",,6," ",90000
5124537,1,2,1,10,2,1,1,1990,30,2,2,2,,2,,1,1,2,1,5,,,,1,1,2,,3,5,,,2,5,1,20,"1203,07757463986",,6," ",800000
5124540,1,1,1,10,1,1,1,1976,44,1,2,2,,3,,1,2,1,,,3,,,2,1,2,,3,5,,,2,5,1,20,"1273,78820342502",,6," ",
5124542,1,2,1,10,2,1,1,1959,61,3,6,1,1,3,,,,1,,,3,,,2,1,2,,4,8,,,2,8,1,20,"866,70021731069",,6," ",30000
5124544,1,1,1,10,1,1,6,1961,58,1,3,3,,3,,1,2,1,,,3,,,2,1,2,,6,3,3,,2,14,1,20,"567,794017931996",,6," ",1500000
5124544,1,2,1,10,2,2,8,1972,47,2,3,2,,2,,1,1,1,,,3,,,2,1,2,,6,3,3,,2,14,1,20,"567,794017931996",,6," ",
5124545,1,1,1,10,1,1,4,1940,79,1,2,3,,3,,1,2,1,,,3,,,2,1,2,,3,3,,,2,3,1,20,"676,637470531826",,6," ",0
5124547,1,1,1,10,1,1,12,1990,29,1,2,2,,2,,1,2,1,,,3,,,2,1,2,,3,5,,,2,5,1,20,"2151,15273187808",,6," ",400000
5124548,1,1,1,10,1,1,9,1967,52,1,2,3,,3,,1,2,1,,,3,,,2,2,2,,1,0,,,2,0,1,20,"1954,88373199821",,6," ",400000
5124548,1,9,1,10,9,1,7,1992,27,5,2,2,,2,,1,8,1,,,3,,,2,1,2,,5,11,2,,2,11,1,20,"1954,88373199821",,6," ",0
5124572,1,1,1,10,1,2,10,1963,56,1,2,3,,2,,1,2,1,,,1,1,98,2,1,2,,6,3,3,,2,14,1,20,"676,637470531826",,6," ",828000
5124572,1,2,1,10,2,1,6,1957,62,2,2,3,,2,,1,1,1,,,3,,,2,1,2,,3,5,,,2,5,1,20,"676,637470531826",,6," ",300000
5124573,1,1,1,10,1,2,1,1985,35,1,4,2,,2,,,,1,,,3,,,2,1,2,,3,4,,,2,4,1,20,"1418,95365698676",,6," ",200000
5124574,1,1,1,10,1,1,12,1991,28,1,2,2,,2,,1,2,1,,,3,,,2,1,2,,3,5,,,2,5,1,20,"1196,84246404088",,6," ",700000
5124575,1,1,1,10,1,1,10,1998,21,1,1,2,,2,,1,2,1,,,3,,,2,1,2,,5,10,1,,2,10,1,20,"1204,05394046886",,6," ",500000
5124576,1,1,1,10,1,1,8,1970,49,1,2,3,,2,,1,2,1,,,3,,,2,1,2,,3,2,,,2,2,1,20,"1203,07757463986",,6," ",910000
5124577,1,2,1,10,2,1,7,1960,59,2,3,2,,2,,1,1,1,,,3,,,2,1,2,,3,5,,,2,5,1,20,"567,794017931996",,6," ",1027000
5124578,1,1,1,10,1,1,3,1960,59,1,3,3,,3,,1,2,2,1,60,,,,2,1,2,,3,5,,,2,5,1,20,"782,45388273862",,6," ",300000
5124579,1,1,1,10,1,1,4,1970,49,1,3,2,,3,,1,2,1,,,3,,,2,1,2,,3,5,,,2,5,1,20,"1165,72706703794",,6," ",630000
5124580,1,2,1,10,2,1,8,1983,36,2,1,3,,2,,1,1,2,1,6,,,,2,1,2,,5,11,2,,2,11,1,20,"802,38722677438",,6," ",400000
5124581,1,1,1,10,1,1,6,1963,56,1,3,2,,2,,1,2,1,,,2,2,340000,2,1,2,,6,5,4,,2,16,1,20,"676,637470531826",,6," ",2800000
5124582,1,2,1,10,2,2,5,1982,37,2,3,2,,1,5,1,1,1,,,3,,,2,1,2,,3,3,,,2,3,1,20,"567,794017931996",,6," ",400000
5124583,1,1,1,10,1,1,11,1959,60,1,4,3,,3,,,,1,,,3,,,2,1,2,,3,3,,,2,3,1,20,"1001,14412658734",,6," ",100000
5124586,1,1,1,10,1,1,2,1964,55,1,6,3,,1,2,,,2,2,,,,,2,1,2,,3,4,,,2,4,1,20,"676,637470531826",,6," ",100000
5124587,1,1,1,10,1,1,4,1990,29,1,2,2,,2,,1,2,9,,,,,,2,1,2,,3,4,,,2,4,1,20,"1568,6621390837",,6," ",940000
5124590,1,1,1,10,1,1,4,1966,53,1,2,2,,3,,1,2,1,,,3,,,2,2,2,,1,0,,,2,0,1,20,"802,38722677438",,6," ",1000000
5124591,1,1,1,10,1,1,6,1972,47,1,3,2,,2,,1,2,1,,,2,5,,2,1,2,,5,11,2,,2,11,1,20,"1273,78820342502",,6," ",1000000
5124591,1,2,1,10,2,2,7,1969,50,2,3,2,,2,,1,1,1,,,2,1,380000,2,1,2,,6,7,5,,2,18,1,20,"1273,78820342502",,6," ",3400000
5124592,1,1,1,10,1,1,5,1952,67,1,2,3,,3,,1,2,1,,,3,,,2,1,2,,3,5,,,2,5,1,20,"888,576746634665",,6," ",800000
5124592,1,3,1,10,3,1,6,1977,42,3,4,1,1,1,2,,,1,,,3,,,2,1,2,,3,5,,,2,5,1,20,"888,576746634665",,6," ",
5124593,1,1,1,10,1,1,7,1956,63,1,4,3,,3,,,,1,,,3,,,2,2,2,,1,0,,,2,0,1,20,"1001,14412658734",,6," ",900000
5124594,1,1,1,10,1,1,10,1999,20,1,2,2,,2,,1,2,2,2,,,,,2,1,2,,4,7,,,2,7,1,20,"621,563347674489",,6," ",800000
5124594,1,2,1,10,2,2,7,1992,27,2,2,2,,2,,1,1,1,,,3,,,2,1,2,,3,5,,,2,5,1,20,"621,563347674489",,6," ",130000
5124595,1,1,1,10,1,1,4,1979,40,1,2,2,,3,,1,2,1,,,3,,,2,1,2,,6,1,3,,2,12,1,20,"1236,43769582309",,6," ",700000
5124596,1,1,1,10,1,1,3,1970,49,1,3,3,,3,,1,2,1,,,3,,,2,1,2,,3,2,,,2,2,1,20,"1205,32229882015",,6," ",600000
5124599,1,1,1,10,1,1,1,1951,69,1,2,3,,3,,1,2,1,,,3,,,2,2,2,,1,0,,,2,0,1,20,"713,987978133748",,6," ",300000
5124611,1,1,1,10,1,1,10,1970,49,1,2,3,,3,,2,,1,,,3,,,2,1,2,,3,2,,,2,2,1,20,"1347,52731196683",,6," ",300000
5124613,1,1,1,10,1,2,6,1938,81,1,4,3,,3,,,,1,,,1,5,,2,1,2,,3,2,,,2,2,1,20,"811,081379808476",,6," ",200000
5124614,1,1,1,10,1,1,9,1978,41,1,2,2,,2,,1,2,1,,,3,,,2,1,2,,3,5,,,2,5,1,20,"839,737734376303",,6," ",400000
5124615,1,1,1,10,1,2,7,1983,36,1,2,2,,2,,1,2,1,,,3,,,2,1,2,,5,11,2,,2,11,1,20,"1608,25737086591",,6," ",120000
5124615,1,2,1,10,2,1,1,1990,30,2,2,2,,2,,1,1,1,,,3,,,2,1,2,,4,6,,,2,6,1,20,"1608,25737086591",,6," ",0
5124616,1,1,1,10,1,2,10,1963,56,1,4,2,,2,,,,1,,,3,,,2,1,2,,3,3,,,2,3,1,20,"811,081379808476",,5," ",100000
5124619,1,1,1,10,1,1,6,1991,28,1,2,2,,2,,1,2,2,1,4,,,,2,1,2,,3,5,,,2,5,1,20,"1165,72706703794",,6," ",880000
5124620,1,1,1,10,1,1,5,1976,43,1,3,3,,2,,1,2,1,,,1,1,98,2,1,2,,6,2,3,,2,13,1,20,"802,38722677438",,6," ",967000
5124622,1,1,1,10,1,1,5,1962,57,1,3,3,,3,,2,,2,1,5,,,,2,1,2,,3,5,,,2,5,1,20,"1001,14412658734",,5," ",800000
5124623,1,1,1,10,1,1,1,1975,45,1,2,3,,2,,1,2,1,,,3,,,2,1,2,,3,3,,,2,3,1,20,"870,853131379251",,6," ",500000
5124623,1,2,1,10,2,2,11,1980,39,2,2,2,,2,,1,1,1,,,3,,,2,1,2,,3,5,,,2,5,1,20,"870,853131379251",,6," ",250000
5124624,1,1,1,10,1,1,4,1941,78,1,4,3,,3,,,,1,,,1,2,110000,2,1,2,,3,5,,,2,5,1,20,"1001,14412658734",,6," ",900000
5124626,1,1,1,10,1,1,4,1995,24,1,2,2,,2,,1,2,1,,,3,,,2,1,2,,5,11,2,,2,11,1,20,"1204,05394046886",,6," ",600000
5124628,1,1,1,10,1,1,12,1951,68,1,2,3,,2,,1,2,1,,,3,,,2,2,2,,1,0,,,2,0,1,20,"1038,49463418926",,6," ",460000
5124629,1,1,1,10,1,1,10,1954,65,1,2,3,,3,,1,2,2,1,1,,,,2,1,2,,3,2,,,2,2,1,20,"567,794017931996",,6," ",0
5124631,1,1,1,10,1,1,12,1967,52,1,3,2,,2,,1,2,1,,,3,,,2,1,2,,3,5,,,2,5,1,20,"1014,32650287722",,6," ",200000
5124631,1,2,1,10,2,2,12,1970,49,2,3,3,,2,,1,1,1,,,3,,,2,1,2,,5,11,2,,2,11,1,20,"1014,32650287722",,6," ",
5124631,1,3,1,10,3,1,9,1991,28,3,6,1,1,2,,,,1,,,1,5,,2,1,2,,5,11,2,,2,11,1,20,"1014,32650287722",,6," ",50000
5124632,1,1,1,10,1,1,12,1971,48,1,6,3,,2,,,,1,,,3,,,2,2,2,,1,0,,,2,0,1,20,"1347,52731196683",,6," ",480000
5124633,1,2,1,10,2,1,12,1979,40,2,2,2,,2,,1,1,1,,,3,,,2,1,2,,3,5,,,2,5,1,20,"1637,12804368857",,6," ",240000
5124635,1,1,1,10,1,1,12,1979,40,1,2,2,,2,,1,2,1,,,3,,,2,1,2,,5,11,2,,2,11,1,20,"839,737734376303",,6," ",200000
5124636,1,2,1,10,2,2,9,1993,26,3,6,3,,1,1,,,1,,,3,,,2,1,2,,3,5,,,2,5,1,20,"567,794017931996",,6," ",850000
5124637,1,1,1,10,1,1,6,1980,39,1,2,2,,2,,1,2,1,,,3,,,2,1,2,,3,5,,,2,5,1,20,"1234,19297164281",,5," ",200000
5124640,1,1,1,10,1,1,2,1987,33,1,2,3,,2,,1,2,1,,,3,,,2,1,2,,4,7,,,2,7,1,20,"1639,37276786886",,6," ",120000
5124640,1,2,1,10,2,2,2,1992,27,2,2,2,,2,,1,1,1,,,3,,,2,1,2,,5,11,2,,2,11,1,20,"1639,37276786886",,6," ",60000
5124642,1,1,1,10,1,1,11,1960,59,1,2,2,,2,,1,2,1,,,3,,,2,1,2,,3,5,,,2,5,1,20,"1578,15210998712",,6," ",600000
5124642,1,3,1,10,3,1,11,1987,32,3,1,1,1,1,2,1,4,1,,,3,,,2,1,2,,3,4,,,2,4,1,20,"1578,15210998712",,6," ",400000
5124642,1,7,1,10,7,1,11,1984,35,9,6,2,,2,,,,1,,,3,,,2,1,2,,3,3,,,2,3,1,20,"1578,15210998712",,6," ",200000
5124646,1,1,1,10,1,1,1,1987,33,1,2,2,,2,,1,2,1,,,3,,,2,1,2,,4,9,,,2,9,1,20,"1203,07757463986",,6," ",400000
5124651,1,1,1,10,1,1,1,1964,56,1,2,2,,3,,1,2,1,,,3,,,2,1,2,,5,11,2,,2,11,1,20,"819,343881658445",,6," ",100000
5124652,1,1,1,10,1,1,10,1962,57,1,1,3,,3,,1,2,1,,,3,,,2,1,2,,3,2,,,2,2,1,20,"676,637470531826",,6," ",0
5124652,1,2,1,10,2,2,,,60,2,1,3,,3,,1,1,1,,,3,,,2,1,2,,3,1,,,2,1,1,20,"676,637470531826",,6," ",0
5124656,1,1,1,10,1,1,7,1991,28,1,2,2,,2,,1,2,1,,,3,,,2,1,2,,5,11,2,,2,11,1,20,"2271,17607172798",,6," ",460000
5124656,1,2,1,10,2,2,1,1993,27,2,2,2,,3,,1,1,1,,,3,,,2,1,2,,5,10,1,,2,10,1,20,"2271,17607172798",,6," ",200000
5124657,1,1,1,10,1,1,11,1969,50,1,2,3,,3,,1,2,1,,,3,,,2,1,2,,3,5,,,2,5,1,20,"567,794017931996",,6," ",760000
5124657,1,2,1,10,2,2,7,1972,47,2,2,2,,2,,1,1,1,,,3,,,2,1,2,,3,5,,,2,5,1,20,"567,794017931996",,6," ",300000
5124657,1,4,1,10,4,1,7,1990,29,3,2,1,1,1,2,1,5,1,,,1,1,98,2,1,2,,5,11,2,,2,11,1,20,"567,794017931996",,6," ",0
5124658,1,1,1,10,1,1,4,1938,81,1,2,3,,3,,1,2,1,,,3,,,2,2,2,,1,0,,,2,0,1,20,"1465,54794506483",,6," ",150000
5124658,1,3,1,10,3,1,5,2001,18,4,6,2,,2,,,,1,,,3,,,2,1,2,,4,7,,,2,7,1,20,"1465,54794506483",,6," ",400000
5124658,1,4,1,10,4,1,9,2003,16,4,6,2,,2,,,,1,,,3,,,2,1,2,,4,6,,,2,6,1,20,"1465,54794506483",,6," ",180000
5124659,1,1,1,10,1,1,2,1995,25,1,2,2,,2,,1,2,1,,,3,,,2,1,2,,4,6,,,2,6,1,20,"1787,81289161452",,6," ",650000
5124660,1,1,1,10,1,1,9,1965,54,1,4,3,,3,,,,2,1,180,,,,2,2,2,,1,0,,,2,0,1,20,"1347,52731196683",,6," ",900000
5124661,1,1,1,10,1,1,9,1977,42,1,2,2,,2,,1,2,1,,,1,1,98,2,2,2,,1,0,,,2,0,1,20,"1669,61762991223",,6," ",1077000
5124662,1,1,1,10,1,1,11,1970,49,1,6,3,,2,,,,1,,,1,1,98,2,1,2,,3,5,,,2,5,1,20,"1819,62695285696",,6," ",820000
5124663,1,1,1,10,1,1,11,1993,26,1,2,2,,2,,2,,1,,,1,1,98,2,1,2,,3,5,,,2,5,1,20,"1819,62695285696",,1,"720_06",877000
5124664,1,1,1,10,1,1,12,1992,27,1,2,3,,2,,2,,1,,,1,1,98,2,1,2,,3,5,,,2,5,1,20,"1819,62695285696",,6," ",50000
5124665,1,1,1,10,1,1,12,1972,47,1,2,3,,2,,2,,1,,,1,1,98,2,2,2,,1,0,,,2,0,1,20,"1819,62695285696",,6," ",877000
5124666,1,1,1,10,1,1,8,1977,42,1,4,2,,2,,,,1,,,1,1,98,2,1,2,,3,5,,,2,5,1,20,"1819,62695285696",,6," ",820000
5124667,1,1,1,10,1,1,1,1979,41,1,2,2,,2,,2,,1,,,1,1,60000,2,1,2,,3,5,,,2,5,1,20,"1819,62695285696",,6," ",0
5124668,1,1,1,10,1,1,11,1962,57,1,4,2,,3,,,,1,,,1,1,98,2,2,2,,1,0,,,2,0,1,20,"1351,89010289805",,6," ",920000
5124669,1,1,1,10,1,1,9,1975,44,1,4,2,,2,,,,1,,,3,,,2,1,2,,5,11,2,,2,11,1,20,"1903,66000292223",,1,"40_08",500000
5124670,1,1,1,10,1,1,12,1951,68,1,4,3,,3,,,,1,,,3,,,2,1,2,,3,4,,,2,4,1,20,"1351,89010289805",,6," ",300000
5124671,1,2,1,10,2,1,10,1973,46,2,2,3,,3,,1,1,1,,,3,,,2,1,2,,3,3,,,2,3,1,20,"1186,37396752944",,5," ",250000
5124673,1,1,1,10,1,1,6,1960,59,1,2,3,,3,,1,2,1,,,3,,,2,1,2,,3,5,,,2,5,1,20,"766,717891002896",,6," ",700000
