"DIRECTORIO","SECUENCIA_P","ORDEN","HOGAR","REGIS","P6016","P6020","P6030S1","P6030S3","Edad_","P6050","P6070","P6081","P6081S1","P6083","P6083S1","P6071","P6071S1","P6090","P6140","P6150","P6100","P6110","P6120","P6125","P6160","P6170","P6175","P6210","P6210S1","P6220","P6269","CLASE","ESC","MES","DPTO","fex_c_2011","AREA","P6080","P6080S1","INGLABO"
5123340,1,1,1,10,1,1,12,1971,48,1,2,2,,2,,1,2,1,,,3,,,2,1,2,,3,5,,,2,5,1,68,"7364,36054497404",,6," ",300000
5123340,1,2,1,10,2,2,10,1977,42,2,2,2,,2,,1,1,1,,,3,,,2,1,2,,3,5,,,2,5,1,68,"7364,36054497404",,6," ",200000
5123341,1,1,1,10,1,1,7,1966,53,1,3,3,,3,,1,2,1,,,1,5,,2,1,2,,3,2,,,2,2,1,68,"3189,14765553996",,6," ",500000
5123341,1,2,1,10,2,2,12,1975,44,2,3,3,,1,3,1,1,1,,,1,3,103515,2,1,2,,3,5,,,2,5,1,68,"3189,14765553996",,6," ",
5123342,1,1,1,10,1,2,1,1951,69,1,6,3,,3,,,,1,,,3,,,2,1,2,,4,8,,,2,8,1,68,"3189,14765553996",,6," ",580000
5123409,1,1,1,10,1,1,,,58,1,3,3,,2,,1,2,1,,,3,,,2,1,2,,3,5,,,2,5,1,68,"3189,14765553996",,6," ",
5123409,1,2,1,10,2,2,9,1959,60,2,3,3,,3,,1,1,1,,,3,,,2,1,2,,3,5,,,2,5,1,68,"3189,14765553996",,6," ",
5123409,1,3,1,10,3,2,2,1983,36,3,4,1,1,1,2,,,1,,,3,,,2,1,2,,3,5,,,2,5,1,68,"3189,14765553996",,6," ",560000
5123409,1,4,1,10,4,2,12,2003,16,4,6,2,,1,3,,,1,,,3,,,2,1,1,1,4,8,,,2,8,1,68,"3189,14765553996",,6," ",
5123410,1,1,1,10,1,2,7,1989,30,1,4,1,5,2,,,,1,,,3,,,2,1,2,,5,11,2,,2,11,1,68,"8300,7081845767",,6," ",
5123410,1,5,1,10,5,1,9,1964,55,5,4,3,,2,,,,1,,,3,,,2,1,2,,5,11,2,,2,11,1,68,"8300,7081845767",,6," ",900000
5123411,1,1,1,10,1,1,5,1944,75,1,3,3,,3,,1,2,1,,,3,,,2,1,2,,3,1,,,2,1,1,68,"3189,14765553996",,6," ",3000000
5123411,1,2,1,10,2,2,7,1950,69,2,3,3,,3,,1,1,1,,,3,,,2,1,2,,3,3,,,2,3,1,68,"3189,14765553996",,6," ",
5123412,1,1,1,10,1,1,1,1951,69,1,3,3,,2,,1,2,1,,,1,5,,2,1,2,,3,1,,,2,1,1,68,"3189,14765553996",,6," ",3000000
5123413,1,1,1,10,1,1,1,1959,61,1,3,3,,3,,1,2,1,,,3,,,2,1,2,,3,2,,,2,2,1,68,"3189,14765553996",,6," ",600000
5123413,1,2,1,10,2,2,9,1958,61,2,3,3,,3,,1,1,1,,,3,,,2,1,2,,3,2,,,2,2,1,68,"3189,14765553996",,6," ",
5123413,1,3,1,10,3,1,3,1987,32,3,6,1,1,1,2,,,1,,,3,,,2,1,2,,5,11,2,,2,11,1,68,"3189,14765553996",,6," ",600000
5123414,1,1,1,10,1,1,9,1956,63,1,6,2,,2,,,,1,,,3,,,2,1,2,,3,4,,,2,4,1,68,"3979,0768941153",,6," ",1000000
5123415,1,1,1,10,1,1,12,1952,67,1,4,3,,3,,,,1,,,3,,,2,1,2,,3,2,,,2,2,1,68,"3979,0768941153",,6," ",2000000
5123416,1,1,1,10,1,1,2,1962,57,1,3,2,,2,,1,2,1,,,3,,,2,1,2,,3,5,,,2,5,1,68,"3189,14765553996",,6," ",1200000
5123416,1,2,1,10,2,2,6,1982,37,2,3,2,,2,,1,1,1,,,3,,,2,1,2,,3,5,,,2,5,1,68,"3189,14765553996",,6," ",
5123416,1,3,1,10,3,1,5,2003,16,3,6,1,1,1,2,,,1,,,3,,,2,1,1,1,4,8,,,2,8,1,68,"3189,14765553996",,6," ",
5123418,1,1,1,10,1,1,12,1957,62,1,3,3,,3,,1,2,1,,,3,,,2,1,2,,3,5,,,2,5,1,68,"3189,14765553996",,6," ",5000000
5123442,1,1,1,10,1,2,7,1967,52,1,4,3,,2,,,,1,,,3,,,2,1,2,,5,11,2,,2,11,1,68,"643,653922804332",,6," ",800000
5123442,1,2,1,10,2,1,5,1998,21,3,6,2,,1,1,,,1,,,3,,,2,1,1,1,6,1,2,2,2,12,1,68,"643,653922804332",,6," ",
5123442,1,3,1,10,3,1,11,1997,22,3,1,2,,1,1,1,4,1,,,3,,,2,1,2,,5,11,2,,2,11,1,68,"643,653922804332",,6," ",900000
5123442,1,4,1,10,4,2,3,1996,23,5,1,2,,2,,1,3,2,1,24,,,,2,1,2,,5,11,2,,2,11,1,68,"643,653922804332",,6," ",
5123442,1,5,1,10,5,2,12,1969,50,5,4,3,,2,,,,1,,,1,3,103515,2,1,2,,5,11,2,,2,11,1,68,"643,653922804332",,6," ",1200000
5123443,1,2,1,10,2,1,2,1986,33,4,6,2,,3,,,,1,,,1,1,60000,2,1,2,,5,11,2,,2,11,1,68,"856,620857330265",,6," ",1200000
5123443,1,3,1,10,3,1,6,1997,22,4,6,2,,2,,,,1,,,1,1,42800,2,1,2,,5,11,2,,2,11,1,68,"856,620857330265",,6," ",900000
5123444,1,1,1,10,1,1,7,1996,23,1,6,2,,2,,,,1,,,3,,,2,1,2,,5,11,2,,2,11,1,68,"1342,16061884824",,6," ",950000
5123445,1,3,1,10,3,2,1,1984,36,3,2,1,1,1,2,1,4,1,,,1,1,42000,2,1,2,,5,11,2,,2,11,1,68,"643,653922804332",,6," ",900000
5123445,1,4,1,10,4,1,2,1988,31,5,2,2,,2,,1,3,1,,,1,1,42000,2,1,2,,5,11,2,,2,11,1,68,"643,653922804332",,6," ",1000000
5123445,1,7,1,10,7,1,2,2000,19,5,6,2,,2,,,,1,,,3,,,2,1,2,,3,5,,,2,5,1,68,"643,653922804332",,6," ",800000
5123446,1,2,1,10,2,2,9,1995,24,2,2,2,,2,,1,1,1,,,1,1,80000,2,1,2,,6,5,4,,2,16,1,68,"2574,61569121733",,6," ",2000000
5123447,1,1,1,10,1,1,9,1968,51,1,2,2,,2,,1,2,1,,,1,1,34000,2,1,2,,3,5,,,2,5,1,68,"1451,09305241118",,6," ",850000
5123447,1,2,1,10,2,2,2,1966,53,2,2,2,,2,,1,1,1,,,1,3,103515,2,1,2,,5,11,2,,2,11,1,68,"1451,09305241118",,6," ",1200000
5123449,1,1,1,10,1,2,5,1951,68,1,6,3,,3,,,,1,,,3,,,2,1,2,,5,11,2,,2,11,1,68,"643,653922804332",,6," ",185000
5123449,1,2,1,10,2,1,3,1982,37,3,2,2,,1,1,1,3,2,1,2,,,,2,1,2,,6,3,3,,2,14,1,68,"643,653922804332",,6," ",700000
5123449,1,3,1,10,3,2,10,1982,37,5,2,2,,2,,1,2,1,,,3,,,2,1,2,,6,3,3,,2,14,1,68,"643,653922804332",,6," ",450000
5123450,1,3,1,10,3,1,12,1986,33,3,3,2,,1,1,1,4,1,,,1,3,100000,2,1,2,,5,11,2,,2,11,1,68,"1990,76996192669",,6," ",3600000
5123452,1,1,1,10,1,1,5,1956,63,1,3,3,,3,,1,2,1,,,3,,,2,1,2,,3,5,,,2,5,1,68,"643,653922804332",,6," ",1400000
5123517,1,1,1,10,1,1,1,1958,62,1,2,3,,3,,1,2,1,,,3,,,2,1,2,,3,4,,,2,4,1,19,"1109,65394156749",,1,"500_01",700000
5123518,1,1,1,10,1,1,7,1957,62,1,2,2,,3,,1,2,1,,,3,,,2,1,2,,3,3,,,2,3,1,19,"720,021062635187",,1,"500_02",180000
5123519,1,1,1,10,1,2,12,1986,33,1,2,2,,2,,2,,1,,,3,,,2,1,2,,3,4,,,2,4,1,19,"1492,65539299925",,1,"500_03",500000
5123520,1,1,1,10,1,1,9,1974,45,1,2,2,,2,,1,2,1,,,3,,,2,1,2,,4,7,,,2,7,1,19,"2214,24956717332",,1,"500_01",600000
5123520,1,2,1,10,2,2,4,1973,46,2,2,2,,3,,1,1,1,,,3,,,2,1,2,,3,3,,,2,3,1,19,"2214,24956717332",,1,"500_01",200000
5123521,1,1,1,10,1,1,3,1969,50,1,3,2,,2,,2,,1,,,3,,,2,1,2,,3,5,,,2,5,1,19,"2680,26933651212",,1,"500_01",700000
5123521,1,2,1,10,2,1,12,1995,24,3,6,1,1,2,,,,1,,,3,,,2,1,2,,5,11,2,,2,11,1,19,"2680,26933651212",,1,"500_01",2000000
5123521,1,3,1,10,3,2,1,1998,22,3,6,1,1,2,,,,1,,,3,,,2,1,2,,5,11,2,,2,11,1,19,"2680,26933651212",,1,"500_01",500000
5123521,1,5,1,10,5,2,1,1993,27,3,2,1,1,2,,2,,1,,,3,,,2,1,2,,4,8,,,2,8,1,19,"2680,26933651212",,1,"500_01",300000
5123521,1,9,1,10,9,1,9,1994,25,3,1,1,1,2,,2,,1,,,3,,,2,1,2,,4,7,,,2,7,1,19,"2680,26933651212",,1,"500_01",400000
5123522,1,1,1,10,1,1,5,1980,39,1,2,2,,2,,1,2,1,,,3,,,2,1,2,,4,8,,,2,8,1,19,"1360,05523890042",,1,"500_01",360000
5123522,1,2,1,10,2,2,9,1978,41,2,2,2,,2,,1,1,1,,,3,,,2,1,2,,3,3,,,2,3,1,19,"1360,05523890042",,1,"500_01",150000
5123522,1,3,1,10,3,1,3,1999,20,3,6,3,,1,2,,,1,,,3,,,2,1,2,,5,11,2,,2,11,1,19,"1360,05523890042",,1,"500_01",500000
5123522,1,4,1,10,2,2,11,2003,16,3,6,1,1,1,2,,,1,,,3,,,2,1,1,1,5,10,1,,2,10,1,19,"1360,05523890042",,1,"500_01",
5123523,1,1,1,10,1,1,2,1976,43,1,2,2,,2,,1,2,1,,,3,,,2,1,1,2,3,5,,,2,5,1,19,"1436,52670985037",,1,"500_03",500000
5123523,1,2,1,10,2,2,3,1976,43,2,2,3,,3,,1,1,1,,,3,,,2,1,2,,3,2,,,2,2,1,19,"1436,52670985037",,1,"500_03",100000
5123523,1,3,1,10,3,1,10,1998,21,3,6,1,1,1,2,,,1,,,3,,,2,1,2,,5,10,1,,2,10,1,19,"1436,52670985037",,1,"500_03",200000
5123524,1,1,1,10,1,1,7,1983,36,1,2,2,,2,,1,2,2,9,,,,,2,1,2,,5,11,2,,2,11,1,19,"1846,8282204145",,6," ",480000
5123524,1,2,1,10,2,2,2,1995,24,2,2,3,,2,,1,1,1,,,3,,,2,1,2,,6,2,3,,2,13,1,19,"1846,8282204145",,6," ",
5123525,1,1,1,10,1,1,1,1975,45,1,2,3,,3,,1,2,1,,,3,,,2,1,2,,3,5,,,2,5,1,19,"1992,31495251939",,1,"500_01",800000
5123525,1,2,1,10,2,2,8,1984,35,2,2,2,,2,,1,1,1,,,3,,,2,1,2,,3,4,,,2,4,1,19,"1992,31495251939",,1,"500_01",0
5123526,1,1,1,10,1,2,10,1978,41,1,3,3,,3,,1,2,1,,,1,1,37000,2,1,2,,6,3,3,,2,14,1,19,"2664,68153029974",,1,"500_01",828116
5123533,1,1,1,10,1,1,12,1983,36,1,2,3,,2,,1,2,1,,,3,,,2,1,2,,3,5,,,2,5,1,19,"1413,1919108604",,1,"500_01",0
5123540,1,1,1,10,1,1,4,1970,49,1,2,3,,3,,1,2,1,,,3,,,2,1,2,,3,4,,,2,4,1,19,"1565,21778838294",,5," ",960000
5123540,1,2,1,10,2,2,8,1982,37,2,2,2,,2,,1,1,1,,,3,,,2,1,2,,5,11,2,,2,11,1,19,"1565,21778838294",,5," ",340000
5123541,1,1,1,10,2,1,9,1942,77,1,4,3,,3,,,,1,,,3,,,2,1,2,,3,2,,,2,2,1,19,"705,305162022857",,5," ",100000
5123541,1,2,1,10,2,2,3,1976,43,3,6,1,1,2,,,,1,,,3,,,2,1,2,,3,5,,,2,5,1,19,"705,305162022857",,5," ",820000
5123542,1,1,1,10,1,2,4,1975,44,1,6,3,,2,,,,1,,,1,1,98,2,1,2,,6,5,4,,2,16,1,19,"947,172141521606",,6," ",1900000
5123543,1,1,1,10,1,2,9,1945,74,1,6,3,,3,,,,1,,,3,,,2,1,2,,3,2,,,2,2,1,19,"931,499754765762",,5," ",250000
5123543,1,2,1,10,1,2,3,2008,11,4,6,2,,2,,,,1,,,3,,,2,1,1,1,4,0,,,2,5,1,19,"931,499754765762",,5," ",
5123544,1,1,1,10,1,1,7,1993,26,1,2,2,,2,,1,2,1,,,3,,,2,1,2,,5,11,2,,2,11,1,19,"2314,05583711324",,6," ",350000
5123544,1,2,1,10,2,2,4,1991,28,2,2,2,,2,,1,1,1,,,3,,,2,1,2,,4,9,,,2,9,1,19,"2314,05583711324",,6," ",
5123545,1,1,1,10,1,1,9,1988,31,1,2,2,,2,,1,2,1,,,3,,,2,1,2,,5,11,2,,2,11,1,19,"1459,86150884034",,5," ",200000
5123545,1,2,1,10,2,2,4,1990,29,2,2,2,,2,,1,1,1,,,3,,,2,1,2,,5,11,2,,2,11,1,19,"1459,86150884034",,5," ",190000
5123546,1,1,1,10,1,1,4,1967,52,1,2,2,,2,,1,2,1,,,3,,,2,1,2,,3,4,,,2,4,1,19,"1459,86150884034",,1,"999_01",100000
5123546,1,2,1,10,2,2,10,1970,49,2,2,3,,3,,1,1,1,,,3,,,2,2,2,,1,0,,,2,0,1,19,"1459,86150884034",,1,"999_01",
5123547,1,1,1,10,1,2,5,1987,32,1,3,3,,2,,2,,1,,,3,,,2,1,2,,3,4,,,2,4,1,19,"899,585479164286",,1,"500_02",0
5123549,1,1,1,10,1,2,12,1957,62,1,3,3,,3,,1,2,1,,,3,,,2,1,2,,3,2,,,2,2,1,19,"819,827332575113",,1,"500_01",
5123549,1,2,1,10,2,1,5,1956,63,2,3,3,,3,,1,1,2,2,,,,,1,2,2,,1,0,,,2,0,1,19,"819,827332575113",,1,"500_01",500000
5123550,1,1,1,10,1,1,3,1955,64,1,3,3,,3,,1,2,1,,,3,,,2,1,2,,3,2,,,2,2,1,19,"783,486314187455",,1,"500_03",250000
5123550,1,3,1,10,3,2,12,1993,26,3,6,1,1,1,2,,,1,,,3,,,2,1,2,,5,11,2,,2,11,1,19,"783,486314187455",,1,"500_03",300000
5123551,1,1,1,10,1,1,1,1975,45,1,3,2,,2,,1,2,1,,,3,,,2,1,2,,3,5,,,2,5,1,19,"1840,28907499685",,1,"500_01",1000000
5123551,1,2,1,10,2,2,12,1971,48,2,3,2,,2,,1,1,1,,,3,,,2,1,2,,3,5,,,2,5,1,19,"1840,28907499685",,1,"500_01",
5123552,1,1,1,10,1,1,6,1968,51,1,3,3,,3,,1,2,1,,,3,,,2,1,2,,3,4,,,2,4,1,19,"2424,9621262585",,1,"500_01",280000
5123552,1,3,1,10,3,1,11,1999,20,3,6,1,1,1,2,,,1,,,3,,,2,1,2,,3,3,,,2,3,1,19,"2424,9621262585",,1,"500_01",
5123553,1,1,1,10,1,1,12,1993,26,1,3,2,,3,,2,,1,,,3,,,2,1,2,,5,11,2,,2,11,1,19,"1923,29969136445",,1,"500_01",0
5123577,1,1,1,10,1,2,3,1959,60,1,4,3,,3,,,,1,,,1,2,98000,2,1,2,,4,7,,,2,7,1,19,"1007,97122571572",,6," ",300000
5123579,1,1,1,10,1,1,5,1971,48,1,6,3,,1,2,,,1,,,3,,,2,1,2,,3,5,,,2,5,1,19,"1520,66059303446",,1,"999_01",500000
5123580,1,1,1,10,1,1,3,1954,65,1,2,3,,3,,2,,1,,,3,,,2,1,2,,3,3,,,2,3,1,19,"1735,15579822385",,6," ",250000
5123582,1,1,1,10,1,1,4,1958,61,1,2,3,,3,,1,2,1,,,3,,,2,1,2,,3,3,,,2,3,1,19,"759,028248381001",,6," ",400000
5123582,1,2,1,10,2,2,11,1966,53,2,2,3,,3,,1,1,1,,,3,,,2,1,2,,3,3,,,2,3,1,19,"759,028248381001",,6," ",
5123583,1,1,1,10,1,1,9,1976,43,1,2,3,,2,,1,2,1,,,3,,,2,1,2,,4,8,,,2,8,1,19,"1413,1919108604",,5," ",150000
5123583,1,3,1,10,3,1,4,2000,19,3,6,1,1,1,2,,,1,,,3,,,2,1,1,1,6,2,2,2,2,13,1,19,"1413,1919108604",,6," ",
5123584,1,1,1,10,1,1,5,1981,38,1,6,2,,2,,,,9,,,,,,2,1,2,,4,8,,,2,8,1,19,"1923,29969136445",,6," ",500000
5123585,1,1,1,10,1,1,7,1982,37,1,2,2,,2,,1,2,1,,,3,,,2,1,2,,3,5,,,2,5,1,19,"1436,52670985037",,1,"999_01",450000
5123585,1,2,1,10,2,2,3,1979,40,2,2,2,,2,,1,1,1,,,3,,,2,1,2,,4,7,,,2,7,1,19,"1436,52670985037",,6," ",300000
5123586,1,1,1,10,1,1,2,1955,65,1,6,3,,3,,,,1,,,3,,,2,1,2,,3,5,,,2,5,1,19,"1222,46643090511",,5," ",170000
5123587,1,1,1,10,1,1,9,1947,72,1,2,3,,3,,2,,1,,,1,2,103000,2,1,2,,3,3,,,2,3,1,19,"1222,46643090511",,6," ",0
5123606,1,1,1,10,1,1,10,1943,76,1,3,3,,3,,1,2,1,,,3,,,2,1,2,,3,4,,,2,4,1,19,"819,827332575113",,1,"500_01",0
5123607,1,1,1,10,1,1,8,1963,56,1,3,2,,2,,1,2,2,1,24,,,,2,1,2,,3,2,,,2,2,1,19,"705,305162022857",,1,"500_01",500000
5123607,1,2,1,10,2,2,7,1966,53,2,3,3,,3,,1,1,1,,,3,,,2,1,2,,3,2,,,2,2,1,19,"705,305162022857",,1,"500_01",
5123607,1,3,1,10,3,2,10,1999,20,3,6,1,1,1,2,,,1,,,3,,,2,1,2,,5,11,2,,2,11,1,19,"705,305162022857",,1,"500_01",
5123608,1,1,1,10,1,1,12,1985,34,1,2,2,,2,,1,2,1,,,3,,,2,1,2,,4,9,,,2,9,1,19,"1698,81477983619",,6," ",500000
5123608,1,2,1,10,2,2,12,1994,25,2,2,1,4,2,,1,1,1,,,3,,,2,1,2,,4,9,,,2,9,1,19,"1698,81477983619",,6," ",
5123609,1,1,1,10,1,1,10,1980,39,1,2,2,,2,,1,2,1,,,3,,,2,1,2,,3,2,,,2,2,1,19,"1641,68925933289",,6," ",100000
5123609,1,2,1,10,2,2,4,1976,43,2,2,3,,2,,1,1,1,,,3,,,2,1,2,,3,4,,,2,4,1,19,"1641,68925933289",,6," ",
5123610,1,1,1,10,1,1,6,1961,58,1,4,3,,3,,,,1,,,3,,,2,1,2,,3,3,,,2,3,1,19,"1222,46643090511",,1,"500_01",300000
5123611,1,1,1,10,1,1,8,1973,46,1,3,3,,2,,1,2,1,,,3,,,2,1,2,,4,6,,,2,6,1,19,"2137,77809622336",,6," ",300000
5123612,1,1,1,10,1,1,8,1972,47,1,3,2,,2,,1,2,1,,,3,,,2,1,2,,3,5,,,2,5,1,19,"1360,05523890042",,6," ",384000
5123612,1,2,1,10,2,2,1,1972,48,2,3,2,,2,,1,1,1,,,3,,,2,1,2,,3,5,,,2,5,1,19,"1360,05523890042",,6," ",400000
5123613,1,1,1,10,1,1,7,1938,81,1,2,3,,3,,2,,1,,,3,,,2,1,2,,4,6,,,2,6,1,19,"1222,46643090511",,6," ",80000
5123614,1,1,1,10,1,1,11,1947,72,1,3,3,,3,,1,2,1,,,3,,,2,1,2,,3,2,,,2,2,1,19,"819,827332575113",,6," ",380000
5123614,1,2,1,10,2,2,5,1954,65,2,3,2,,2,,1,1,1,,,3,,,2,1,2,,3,3,,,2,3,1,19,"819,827332575113",,6," ",
5123615,1,3,1,10,3,1,3,1999,20,4,6,2,,2,,,,2,1,24,,,,2,1,2,,4,8,,,2,8,1,19,"983,870293680356",,6," ",500000
5123615,1,6,1,10,6,2,8,1996,23,4,2,2,,2,,1,7,1,,,3,,,2,1,2,,5,11,2,,2,11,1,19,"983,870293680356",,6," ",0
5123615,1,7,1,10,7,1,11,1995,24,5,2,2,,2,,1,6,1,,,3,,,2,1,2,,4,8,,,2,8,1,19,"983,870293680356",,6," ",160000
5123616,1,1,1,10,1,1,1,1966,54,1,2,3,,3,,1,2,1,,,3,,,2,1,2,,3,2,,,2,2,1,19,"1336,74402831136",,6," ",100000
5123616,1,2,1,10,2,2,6,1974,45,2,2,2,,2,,1,1,1,,,3,,,2,1,2,,3,4,,,2,4,1,19,"1336,74402831136",,6," ",90000
5123616,1,5,1,10,5,1,10,1995,24,3,2,1,1,1,2,1,6,1,,,3,,,2,1,2,,3,5,,,2,5,1,19,"1336,74402831136",,6," ",280000
5123617,1,1,1,10,1,1,6,1973,46,1,6,2,,3,,,,2,2,,,,,1,1,2,,3,2,,,2,2,1,19,"1899,96489237448",,6," ",940000
5123617,1,2,1,10,2,1,10,1995,24,3,6,1,1,2,,,,1,,,3,,,2,1,2,,5,11,2,,2,11,1,19,"1899,96489237448",,6," ",700000
5123618,1,1,1,10,2,1,3,1975,44,1,3,3,,3,,1,2,1,,,3,,,2,1,2,,3,3,,,2,3,1,19,"1641,68925933289",,6," ",200000
5123619,1,1,1,10,1,1,6,1973,46,1,2,2,,2,,1,2,1,,,3,,,2,1,2,,3,2,,,2,2,1,19,"1283,58376795046",,6," ",1200000
5123620,1,1,1,10,1,1,10,1970,49,1,2,2,,2,,1,2,1,,,3,,,2,1,2,,5,11,2,,2,11,1,19,"1787,15240303687",,6," ",800000
5123620,1,4,1,10,4,1,5,2005,14,3,6,1,1,1,2,,,1,,,3,,,2,1,2,,4,7,,,2,7,1,19,"1787,15240303687",,6," ",150000
5123621,1,3,1,10,3,1,8,1966,53,3,3,3,,1,1,2,,1,,,3,,,2,1,2,,3,5,,,2,5,1,19,"1332,51669989385",,6," ",500000
5123622,1,1,1,10,2,1,2,1955,64,1,3,3,,3,,1,2,1,,,3,,,2,1,2,,3,3,,,2,3,1,19,"819,827332575113",,6," ",0
5123623,1,1,1,10,1,1,2,1969,50,1,2,2,,3,,1,2,1,,,3,,,2,1,2,,3,3,,,2,3,1,19,"1360,05523890042",,6," ",860000
5123623,1,2,1,10,2,2,1,1979,41,2,2,2,,2,,1,1,1,,,3,,,2,1,2,,3,5,,,2,5,1,19,"1360,05523890042",,6," ",360000
5123625,1,1,1,10,1,1,7,1980,39,1,6,3,,3,,,,1,,,3,,,2,1,2,,3,5,,,2,5,1,19,"1923,29969136445",,6," ",650000
5123627,1,1,1,10,1,1,4,1973,46,1,3,2,,3,,1,2,1,,,3,,,2,1,2,,3,3,,,2,3,1,19,"2376,31324130556",,6," ",210000
5123627,1,2,1,10,2,2,9,1970,49,2,3,2,,3,,1,1,1,,,3,,,2,1,2,,3,2,,,2,2,1,19,"2376,31324130556",,6," ",200000
5123627,1,3,1,10,2,1,2,1993,26,3,6,1,1,1,2,,,1,,,3,,,2,1,2,,3,5,,,2,5,1,19,"2376,31324130556",,6," ",400000
5123628,1,1,1,10,1,1,9,1969,50,1,2,2,,2,,1,2,1,,,3,,,2,2,2,,1,0,,,2,0,1,19,"2349,40771968593",,6," ",420000
5123628,1,2,1,10,2,2,12,1975,44,2,2,3,,3,,1,1,1,,,3,,,2,1,2,,3,2,,,2,2,1,19,"2349,40771968593",,6," ",
5123628,1,3,1,10,3,1,7,1998,21,3,6,1,1,1,2,,,1,,,3,,,2,1,2,,3,5,,,2,5,1,19,"2349,40771968593",,6," ",384000
5123628,1,7,1,10,7,2,7,1996,23,3,4,1,1,1,2,,,1,,,3,,,2,1,2,,3,5,,,2,5,1,19,"2349,40771968593",,6," ",240000
5123629,1,1,1,10,1,1,4,1983,36,1,3,2,,3,,1,2,1,,,3,,,2,1,2,,3,4,,,2,4,1,19,"1283,58376795046",,6," ",160000
5123630,1,1,1,10,1,1,6,1997,22,1,2,2,,2,,1,2,1,,,3,,,2,1,2,,4,7,,,2,7,1,19,"1350,93450666809",,6," ",320000
5123630,1,2,1,10,2,2,2,1994,25,2,2,2,,2,,1,1,1,,,3,,,2,1,2,,3,5,,,2,5,1,19,"1350,93450666809",,6," ",160000
5123631,1,1,1,10,1,1,5,1971,48,1,3,3,,3,,1,2,1,,,3,,,2,1,2,,3,2,,,2,2,1,19,"1710,68093208691",,6," ",480000
5123631,1,4,1,10,4,2,11,2003,16,3,6,1,1,1,2,,,1,,,3,,,2,1,1,1,5,10,1,,2,10,1,19,"1710,68093208691",,6," ",100000
5123631,1,5,1,10,2,1,8,2005,14,3,6,1,1,1,2,,,1,,,3,,,2,1,2,,4,6,,,2,6,1,19,"1710,68093208691",,6," ",60000
5123633,1,1,1,10,1,1,9,1992,27,1,2,3,,2,,1,2,1,,,3,,,2,1,2,,4,7,,,2,7,1,19,"1823,51700982544",,6," ",240000
5123634,1,1,1,10,2,1,6,1989,30,1,2,2,,2,,1,2,1,,,3,,,2,1,2,,3,5,,,2,5,1,19,"2068,78642346934",,6," ",150000
5123635,1,1,1,10,1,1,4,1969,50,1,3,3,,3,,1,2,1,,,3,,,2,1,2,,3,2,,,2,2,1,19,"2659,58819577443",,6," ",0
5123635,1,3,1,10,3,1,10,1987,32,3,6,1,1,1,2,,,1,,,3,,,2,1,2,,3,5,,,2,5,1,19,"2659,58819577443",,6," ",100000
5123635,1,4,1,10,2,1,6,1994,25,3,6,1,1,1,2,,,1,,,3,,,2,1,2,,3,5,,,2,5,1,19,"2659,58819577443",,6," ",0
5123635,1,5,1,10,5,1,9,1997,22,3,6,1,1,1,2,,,1,,,3,,,2,1,2,,4,7,,,2,7,1,19,"2659,58819577443",,6," ",140000
5123635,1,7,1,10,2,2,1,2002,18,3,6,1,1,1,2,,,1,,,3,,,2,1,2,,5,11,2,,2,11,1,19,"2659,58819577443",,6," ",60000
5123637,1,2,1,10,2,1,11,1944,75,2,3,3,,3,,1,1,1,,,3,,,2,1,2,,3,2,,,2,2,1,19,"1332,51669989385",,6," ",0
5123637,1,3,1,10,3,1,2,1979,40,3,6,1,2,1,1,,,1,,,3,,,2,1,2,,5,11,2,,2,11,1,19,"1332,51669989385",,6," ",360000
5123638,1,1,1,10,1,2,10,1993,26,1,4,2,,2,,,,1,,,3,,,2,1,2,,4,9,,,2,9,1,19,"1128,99989201415",,6," ",440000
5123639,1,2,1,10,2,1,4,1948,71,2,3,3,,3,,1,1,1,,,1,5,,2,1,2,,5,11,2,,2,11,1,19,"819,827332575113",,6," ",0
5123641,1,2,1,10,2,1,10,1973,46,3,6,3,,1,1,,,1,,,3,,,2,1,2,,3,5,,,2,5,1,19,"1520,66059303446",,6," ",500000
5123642,1,2,1,10,2,2,7,1974,45,2,2,2,,2,,1,1,1,,,3,,,2,1,2,,5,11,2,,2,11,1,19,"1565,21778838294",,1,"500_03",300000
5123643,1,1,1,10,1,1,5,1964,55,1,4,3,,3,,,,1,,,3,,,1,1,2,,3,3,,,2,3,1,19,"1222,46643090511",,6," ",120000
5123645,1,1,1,10,1,1,5,1983,36,1,2,1,5,3,,1,2,1,,,1,1,56000,2,1,2,,5,11,2,,2,11,1,19,"1675,47998084622",,1,"500_01",950000
5123647,1,1,1,10,1,1,2,1939,80,1,3,3,,3,,1,2,1,,,3,,,2,1,2,,3,4,,,2,4,1,19,"705,305162022857",,6," ",166000
5123651,1,2,1,10,2,1,6,1996,23,2,1,2,,2,,1,1,1,,,3,,,2,1,2,,4,9,,,2,9,1,19,"1310,80405410579",,6," ",450000
5123652,1,1,1,10,2,1,2,1956,63,1,3,3,,3,,1,2,1,,,3,,,2,1,2,,3,4,,,2,4,1,19,"720,021062635187",,6," ",300000
5123652,1,2,1,10,2,2,5,1958,61,2,3,3,,2,,1,1,1,,,3,,,2,1,2,,3,2,,,2,2,1,19,"720,021062635187",,6," ",
5123652,1,3,1,10,3,1,9,2004,15,4,6,2,,2,,,,1,,,3,,,2,1,1,1,4,9,,,2,9,1,19,"720,021062635187",,6," ",
